사용단어	가중치	사용횟수	단어승률
백화점	82	100	0.82
뱃사람	100	100	1.0
버릇	100	100	1.0
버섯	100	100	1.0
버스	87	100	0.87
버터	0	100	0.0
버튼	100	100	1.0
번개	97	100	0.97
번역	100	100	1.0
번지	93	100	0.93
번호	68	100	0.68
벌금	87	100	0.87
벌레	55	100	0.55
범위	76	100	0.76
범인	81	100	0.81
범죄	100	100	1.0
법률	100	100	1.0
법원	91	100	0.91
법적	81	100	0.81
법칙	100	100	1.0
베개	96	100	0.96
베이징	100	100	1.0
벤치	64	100	0.64
벨트	0	100	0.0
변경	75	100	0.75
변동	91	100	0.91
변명	73	100	0.73
변신	94	100	0.94
변호사	81	100	0.81
변화	99	100	0.99
별도	81	100	0.81
별명	80	100	0.8
별일	93	100	0.93
병실	75	100	0.75
병아리	43	100	0.43
병원	89	100	0.89
보고	90	100	0.9
보고서	84	100	0.84
보관	67	100	0.67
보너스	86	100	0.86
보도	88	100	0.88
보라색	59	100	0.59
보람	100	100	1.0
보름	100	100	1.0
보리	44	100	0.44
보상	82	100	0.82
보수	88	100	0.88
보수적	80	100	0.8
보안	84	100	0.84
보자기	86	100	0.86
보장	66	100	0.66
보전	92	100	0.92
보조	92	100	0.92
보존	100	100	1.0
보통	96	100	0.96
보편적	74	100	0.74
보험	100	100	1.0
보호	70	100	0.7
복도	83	100	0.83
복사	78	100	0.78
복사기	82	100	0.82
복숭아	58	100	0.58
복습	100	100	1.0
볶음	71	100	0.71
볶음밥	26	100	0.26
본격적	78	100	0.78
본래	100	100	1.0
본부	94	100	0.94
본사	79	100	0.79
본성	83	100	0.83
본인	85	100	0.85
본질	96	100	0.96
볼링	100	100	1.0
볼일	94	100	0.94
볼펜	100	100	1.0
봉사	87	100	0.87
봉지	91	100	0.91
봉투	99	100	0.99
부근	86	100	0.86
부끄러움	88	100	0.88
부담	97	100	0.97
부대	90	100	0.9
부동산	96	100	0.96
부모	81	100	0.81
부모님	100	100	1.0
부문	95	100	0.95
부부	91	100	0.91
부분	81	100	0.81
부분적	86	100	0.86
부산	94	100	0.94
부상	91	100	0.91
부서	78	100	0.78
부엌	100	100	1.0
부위	75	100	0.75
부인	81	100	0.81
부자	80	100	0.8
부작용	82	100	0.82
부잣집	100	100	1.0
부장	80	100	0.8
부재	76	100	0.76
부정	99	100	0.99
부정적	71	100	0.71
부족	100	100	1.0
부채	70	100	0.7
부처	80	100	0.8
부친	66	100	0.66
부탁	100	100	1.0
부품	100	100	1.0
부피	90	100	0.9
부회장	77	100	0.77
북부	92	100	0.92
북쪽	100	100	1.0
북한	84	100	0.84
분노	84	100	0.84
분량	100	100	1.0
분리	47	100	0.47
분석	100	100	1.0
분야	100	100	1.0
분위기	84	100	0.84
분필	91	100	0.91
분홍색	54	100	0.54
불고기	84	100	0.84
불교	93	100	0.93
불꽃	53	100	0.53
불만	85	100	0.85
불법	51	100	0.51
불빛	0	100	0.0
불안	80	100	0.8
불이익	100	100	1.0
불편	99	100	0.99
